year;abbr;canton;age;sex;population
2000;GL;Glarus;29;2;
2000;GL;Glarus;30;2;
2000;GL;Glarus;31;2;
2000;GL;Glarus;32;2;
2000;GL;Glarus;33;2;
2000;GL;Glarus;34;2;
2000;GL;Glarus;35;2;
2000;GL;Glarus;36;2;
2000;GL;Glarus;37;2;
2000;GL;Glarus;38;2;
2000;GL;Glarus;39;2;
2000;GL;Glarus;40;2;
2000;GL;Glarus;41;2;
2000;GL;Glarus;42;2;
2000;GL;Glarus;43;2;
2000;GL;Glarus;44;2;
2000;GL;Glarus;45;2;
2000;GL;Glarus;46;2;
2000;GL;Glarus;47;2;
2000;GL;Glarus;48;2;
2000;GL;Glarus;49;2;
2000;GL;Glarus;50;2;
2000;GL;Glarus;51;2;
2000;GL;Glarus;52;2;
2000;GL;Glarus;53;2;
2000;GL;Glarus;54;2;
2000;GL;Glarus;55;2;
2000;GL;Glarus;56;2;
2000;GL;Glarus;57;2;
2000;GL;Glarus;58;2;
2000;GL;Glarus;59;2;
2000;GL;Glarus;60;2;
2000;GL;Glarus;61;2;
2000;GL;Glarus;62;2;
2000;GL;Glarus;63;2;
2000;GL;Glarus;64;2;
2000;GL;Glarus;65;2;
2000;GL;Glarus;66;2;
2000;GL;Glarus;67;2;
2000;GL;Glarus;68;2;
2000;GL;Glarus;69;2;
2000;GL;Glarus;70;2;
2000;GL;Glarus;71;2;
2000;GL;Glarus;72;2;
2000;GL;Glarus;73;2;
2000;GL;Glarus;74;2;
2000;GL;Glarus;75;2;
2000;GL;Glarus;76;2;
2000;GL;Glarus;77;2;
2000;GL;Glarus;78;2;
2000;GL;Glarus;79;2;
2000;GL;Glarus;80;2;
2000;GL;Glarus;81;2;
2000;GL;Glarus;82;2;
2000;GL;Glarus;83;2;
2000;GL;Glarus;84;2;
2000;GL;Glarus;85;2;
2000;GL;Glarus;86;2;
2000;GL;Glarus;87;2;
2000;GL;Glarus;88;2;
2000;GL;Glarus;89;2;
2000;GL;Glarus;90;2;
2000;GL;Glarus;91;2;
2000;GL;Glarus;92;2;
2000;GL;Glarus;93;2;
2000;GL;Glarus;94;2;
2000;GL;Glarus;95;2;
2000;GL;Glarus;96;2;
2000;GL;Glarus;97;2;
2000;GL;Glarus;98;2;
2000;GL;Glarus;99+;2;
2000;ZG;Zug;0;1;
2000;ZG;Zug;1;1;
2000;ZG;Zug;2;1;
2000;ZG;Zug;3;1;
2000;ZG;Zug;4;1;
2000;ZG;Zug;5;1;
2000;ZG;Zug;6;1;
2000;ZG;Zug;7;1;
2000;ZG;Zug;8;1;
2000;ZG;Zug;9;1;
2000;ZG;Zug;10;1;
2000;ZG;Zug;11;1;
2000;ZG;Zug;12;1;
2000;ZG;Zug;13;1;
2000;ZG;Zug;14;1;
2000;ZG;Zug;15;1;
2000;ZG;Zug;16;1;
2000;ZG;Zug;17;1;
2000;ZG;Zug;18;1;
2000;ZG;Zug;19;1;
2000;ZG;Zug;20;1;
2000;ZG;Zug;21;1;
2000;ZG;Zug;22;1;
2000;ZG;Zug;23;1;
2000;ZG;Zug;24;1;
2000;ZG;Zug;25;1;
2000;ZG;Zug;26;1;
2000;ZG;Zug;27;1;
2000;ZG;Zug;28;1;
2000;ZG;Zug;29;1;
2000;ZG;Zug;30;1;
2000;ZG;Zug;31;1;
2000;ZG;Zug;32;1;
2000;ZG;Zug;33;1;
2000;ZG;Zug;34;1;
2000;ZG;Zug;35;1;
2000;ZG;Zug;36;1;
2000;ZG;Zug;37;1;
2000;ZG;Zug;38;1;
2000;ZG;Zug;39;1;
2000;ZG;Zug;40;1;
2000;ZG;Zug;41;1;
2000;ZG;Zug;42;1;
2000;ZG;Zug;43;1;
2000;ZG;Zug;44;1;
2000;ZG;Zug;45;1;
2000;ZG;Zug;46;1;
2000;ZG;Zug;47;1;
2000;ZG;Zug;48;1;
2000;ZG;Zug;49;1;
2000;ZG;Zug;50;1;
2000;ZG;Zug;51;1;
2000;ZG;Zug;52;1;
2000;ZG;Zug;53;1;
2000;ZG;Zug;54;1;
2000;ZG;Zug;55;1;
2000;ZG;Zug;56;1;
2000;ZG;Zug;57;1;
2000;ZG;Zug;58;1;
2000;ZG;Zug;59;1;
2000;ZG;Zug;60;1;
2000;ZG;Zug;61;1;
2000;ZG;Zug;62;1;
2000;ZG;Zug;63;1;
2000;ZG;Zug;64;1;
2000;ZG;Zug;65;1;
2000;ZG;Zug;66;1;
2000;ZG;Zug;67;1;
2000;ZG;Zug;68;1;
2000;ZG;Zug;69;1;
2000;ZG;Zug;70;1;
2000;ZG;Zug;71;1;
2000;ZG;Zug;72;1;
2000;ZG;Zug;73;1;
2000;ZG;Zug;74;1;
2000;ZG;Zug;75;1;
2000;ZG;Zug;76;1;
2000;ZG;Zug;77;1;
2000;ZG;Zug;78;1;
2000;ZG;Zug;79;1;
2000;ZG;Zug;80;1;
2000;ZG;Zug;81;1;
2000;ZG;Zug;82;1;
2000;ZG;Zug;83;1;
2000;ZG;Zug;84;1;
2000;ZG;Zug;85;1;
2000;ZG;Zug;86;1;
2000;ZG;Zug;87;1;
2000;ZG;Zug;88;1;
2000;ZG;Zug;89;1;
2000;ZG;Zug;90;1;
2000;ZG;Zug;91;1;
2000;ZG;Zug;92;1;
2000;ZG;Zug;93;1;
2000;ZG;Zug;94;1;
2000;ZG;Zug;95;1;
2000;ZG;Zug;96;1;
2000;ZG;Zug;97;1;
2000;ZG;Zug;98;1;
2000;ZG;Zug;99+;1;
2000;ZG;Zug;0;2;
2000;ZG;Zug;1;2;
2000;ZG;Zug;2;2;
2000;ZG;Zug;3;2;
2000;ZG;Zug;4;2;
2000;ZG;Zug;5;2;
2000;ZG;Zug;6;2;
2000;ZG;Zug;7;2;
2000;ZG;Zug;8;2;
2000;ZG;Zug;9;2;
2000;ZG;Zug;10;2;
2000;ZG;Zug;11;2;
2000;ZG;Zug;12;2;
2000;ZG;Zug;13;2;
2000;ZG;Zug;14;2;
2000;ZG;Zug;15;2;
2000;ZG;Zug;16;2;
2000;ZG;Zug;17;2;
2000;ZG;Zug;18;2;
2000;ZG;Zug;19;2;
2000;ZG;Zug;20;2;
2000;ZG;Zug;21;2;
2000;ZG;Zug;22;2;
2000;ZG;Zug;23;2;
2000;ZG;Zug;24;2;
2000;ZG;Zug;25;2;
2000;ZG;Zug;26;2;
2000;ZG;Zug;27;2;
2000;ZG;Zug;28;2;
2000;ZG;Zug;29;2;
2000;ZG;Zug;30;2;
2000;ZG;Zug;31;2;
2000;ZG;Zug;32;2;
2000;ZG;Zug;33;2;
2000;ZG;Zug;34;2;
2000;ZG;Zug;35;2;
2000;ZG;Zug;36;2;
2000;ZG;Zug;37;2;
2000;ZG;Zug;38;2;
2000;ZG;Zug;39;2;
2000;ZG;Zug;40;2;
2000;ZG;Zug;41;2;
2000;ZG;Zug;42;2;
2000;ZG;Zug;43;2;
2000;ZG;Zug;44;2;
2000;ZG;Zug;45;2;
2000;ZG;Zug;46;2;
2000;ZG;Zug;47;2;
2000;ZG;Zug;48;2;
2000;ZG;Zug;49;2;
2000;ZG;Zug;50;2;
2000;ZG;Zug;51;2;
2000;ZG;Zug;52;2;
2000;ZG;Zug;53;2;
2000;ZG;Zug;54;2;
2000;ZG;Zug;55;2;
2000;ZG;Zug;56;2;
2000;ZG;Zug;57;2;
2000;ZG;Zug;58;2;
2000;ZG;Zug;59;2;
2000;ZG;Zug;60;2;
2000;ZG;Zug;61;2;
2000;ZG;Zug;62;2;
2000;ZG;Zug;63;2;
2000;ZG;Zug;64;2;
2000;ZG;Zug;65;2;
2000;ZG;Zug;66;2;
2000;ZG;Zug;67;2;
2000;ZG;Zug;68;2;
2000;ZG;Zug;69;2;
2000;ZG;Zug;70;2;
2000;ZG;Zug;71;2;
2000;ZG;Zug;72;2;
2000;ZG;Zug;73;2;
2000;ZG;Zug;74;2;
2000;ZG;Zug;75;2;
2000;ZG;Zug;76;2;
2000;ZG;Zug;77;2;
2000;ZG;Zug;78;2;
2000;ZG;Zug;79;2;
2000;ZG;Zug;80;2;
2000;ZG;Zug;81;2;
2000;ZG;Zug;82;2;
2000;ZG;Zug;83;2;
2000;ZG;Zug;84;2;
2000;ZG;Zug;85;2;
2000;ZG;Zug;86;2;
2000;ZG;Zug;87;2;
2000;ZG;Zug;88;2;
2000;ZG;Zug;89;2;
2000;ZG;Zug;90;2;
2000;ZG;Zug;91;2;
2000;ZG;Zug;92;2;
2000;ZG;Zug;93;2;
2000;ZG;Zug;94;2;
2000;ZG;Zug;95;2;
2000;ZG;Zug;96;2;
2000;ZG;Zug;97;2;
2000;ZG;Zug;98;2;
2000;ZG;Zug;99+;2;
2000;FR;Fribourg;0;1;
2000;FR;Fribourg;1;1;
2000;FR;Fribourg;2;1;
2000;FR;Fribourg;3;1;
2000;FR;Fribourg;4;1;
2000;FR;Fribourg;5;1;
2000;FR;Fribourg;6;1;
2000;FR;Fribourg;7;1;
2000;FR;Fribourg;8;1;
2000;FR;Fribourg;9;1;
2000;FR;Fribourg;10;1;
2000;FR;Fribourg;11;1;
2000;FR;Fribourg;12;1;
2000;FR;Fribourg;13;1;
2000;FR;Fribourg;14;1;
2000;FR;Fribourg;15;1;
2000;FR;Fribourg;16;1;
2000;FR;Fribourg;17;1;
2000;FR;Fribourg;18;1;
2000;FR;Fribourg;19;1;
2000;FR;Fribourg;20;1;
2000;FR;Fribourg;21;1;
2000;FR;Fribourg;22;1;
2000;FR;Fribourg;23;1;
2000;FR;Fribourg;24;1;
2000;FR;Fribourg;25;1;
2000;FR;Fribourg;26;1;
2000;FR;Fribourg;27;1;
2000;FR;Fribourg;28;1;
2000;FR;Fribourg;29;1;
2000;FR;Fribourg;30;1;
2000;FR;Fribourg;31;1;
2000;FR;Fribourg;32;1;
2000;FR;Fribourg;33;1;
2000;FR;Fribourg;34;1;
2000;FR;Fribourg;35;1;
2000;FR;Fribourg;36;1;
2000;FR;Fribourg;37;1;
2000;FR;Fribourg;38;1;
2000;FR;Fribourg;39;1;
2000;FR;Fribourg;40;1;
2000;FR;Fribourg;41;1;
2000;FR;Fribourg;42;1;
2000;FR;Fribourg;43;1;
2000;FR;Fribourg;44;1;
2000;FR;Fribourg;45;1;
2000;FR;Fribourg;46;1;
2000;FR;Fribourg;47;1;
2000;FR;Fribourg;48;1;
2000;FR;Fribourg;49;1;
2000;FR;Fribourg;50;1;
2000;FR;Fribourg;51;1;
2000;FR;Fribourg;52;1;
2000;FR;Fribourg;53;1;
2000;FR;Fribourg;54;1;
2000;FR;Fribourg;55;1;
2000;FR;Fribourg;56;1;
2000;FR;Fribourg;57;1;
2000;FR;Fribourg;58;1;
2000;FR;Fribourg;59;1;
2000;FR;Fribourg;60;1;
2000;FR;Fribourg;61;1;
2000;FR;Fribourg;62;1;
2000;FR;Fribourg;63;1;
2000;FR;Fribourg;64;1;
2000;FR;Fribourg;65;1;
2000;FR;Fribourg;66;1;
2000;FR;Fribourg;67;1;
2000;FR;Fribourg;68;1;
2000;FR;Fribourg;69;1;
2000;FR;Fribourg;70;1;
2000;FR;Fribourg;71;1;
2000;FR;Fribourg;72;1;
2000;FR;Fribourg;73;1;
2000;FR;Fribourg;74;1;
2000;FR;Fribourg;75;1;
2000;FR;Fribourg;76;1;
2000;FR;Fribourg;77;1;
2000;FR;Fribourg;78;1;
2000;FR;Fribourg;79;1;
2000;FR;Fribourg;80;1;
2000;FR;Fribourg;81;1;
2000;FR;Fribourg;82;1;
2000;FR;Fribourg;83;1;
2000;FR;Fribourg;84;1;
2000;FR;Fribourg;85;1;
2000;FR;Fribourg;86;1;
2000;FR;Fribourg;87;1;
2000;FR;Fribourg;88;1;
2000;FR;Fribourg;89;1;
2000;FR;Fribourg;90;1;
2000;FR;Fribourg;91;1;
2000;FR;Fribourg;92;1;
2000;FR;Fribourg;93;1;
2000;FR;Fribourg;94;1;
2000;FR;Fribourg;95;1;
2000;FR;Fribourg;96;1;
2000;FR;Fribourg;97;1;
2000;FR;Fribourg;98;1;
2000;FR;Fribourg;99+;1;
2000;FR;Fribourg;0;2;
2000;FR;Fribourg;1;2;
2000;FR;Fribourg;2;2;
2000;FR;Fribourg;3;2;
2000;FR;Fribourg;4;2;
2000;FR;Fribourg;5;2;
2000;FR;Fribourg;6;2;
2000;FR;Fribourg;7;2;
2000;FR;Fribourg;8;2;
2000;FR;Fribourg;9;2;
2000;FR;Fribourg;10;2;
2000;FR;Fribourg;11;2;
2000;FR;Fribourg;12;2;
2000;FR;Fribourg;13;2;
2000;FR;Fribourg;14;2;
2000;FR;Fribourg;15;2;
2000;FR;Fribourg;16;2;
2000;FR;Fribourg;17;2;
2000;FR;Fribourg;18;2;
2000;FR;Fribourg;19;2;
2000;FR;Fribourg;20;2;
2000;FR;Fribourg;21;2;
2000;FR;Fribourg;22;2;
2000;FR;Fribourg;23;2;
2000;FR;Fribourg;24;2;
2000;FR;Fribourg;25;2;
2000;FR;Fribourg;26;2;
2000;FR;Fribourg;27;2;
2000;FR;Fribourg;28;2;
2000;FR;Fribourg;29;2;
2000;FR;Fribourg;30;2;
2000;FR;Fribourg;31;2;
2000;FR;Fribourg;32;2;
2000;FR;Fribourg;33;2;
2000;FR;Fribourg;34;2;
2000;FR;Fribourg;35;2;
2000;FR;Fribourg;36;2;
2000;FR;Fribourg;37;2;
2000;FR;Fribourg;38;2;
2000;FR;Fribourg;39;2;
2000;FR;Fribourg;40;2;
2000;FR;Fribourg;41;2;
2000;FR;Fribourg;42;2;
2000;FR;Fribourg;43;2;
2000;FR;Fribourg;44;2;
2000;FR;Fribourg;45;2;
2000;FR;Fribourg;46;2;
2000;FR;Fribourg;47;2;
2000;FR;Fribourg;48;2;
2000;FR;Fribourg;49;2;
2000;FR;Fribourg;50;2;
2000;FR;Fribourg;51;2;
2000;FR;Fribourg;52;2;
2000;FR;Fribourg;53;2;
2000;FR;Fribourg;54;2;
2000;FR;Fribourg;55;2;
2000;FR;Fribourg;56;2;
2000;FR;Fribourg;57;2;
2000;FR;Fribourg;58;2;
2000;FR;Fribourg;59;2;
2000;FR;Fribourg;60;2;
2000;FR;Fribourg;61;2;
2000;FR;Fribourg;62;2;
2000;FR;Fribourg;63;2;
2000;FR;Fribourg;64;2;
2000;FR;Fribourg;65;2;
2000;FR;Fribourg;66;2;
2000;FR;Fribourg;67;2;
2000;FR;Fribourg;68;2;
2000;FR;Fribourg;69;2;
2000;FR;Fribourg;70;2;
2000;FR;Fribourg;71;2;
2000;FR;Fribourg;72;2;
2000;FR;Fribourg;73;2;
2000;FR;Fribourg;74;2;
2000;FR;Fribourg;75;2;
2000;FR;Fribourg;76;2;
2000;FR;Fribourg;77;2;
2000;FR;Fribourg;78;2;
2000;FR;Fribourg;79;2;
2000;FR;Fribourg;80;2;
2000;FR;Fribourg;81;2;
2000;FR;Fribourg;82;2;
2000;FR;Fribourg;83;2;
2000;FR;Fribourg;84;2;
2000;FR;Fribourg;85;2;
2000;FR;Fribourg;86;2;
2000;FR;Fribourg;87;2;
2000;FR;Fribourg;88;2;
2000;FR;Fribourg;89;2;
2000;FR;Fribourg;90;2;
2000;FR;Fribourg;91;2;
2000;FR;Fribourg;92;2;
2000;FR;Fribourg;93;2;
2000;FR;Fribourg;94;2;
2000;FR;Fribourg;95;2;
2000;FR;Fribourg;96;2;
2000;FR;Fribourg;97;2;
2000;FR;Fribourg;98;2;
2000;FR;Fribourg;99+;2;
2000;SO;Solothurn;0;1;
2000;SO;Solothurn;1;1;
2000;SO;Solothurn;2;1;
2000;SO;Solothurn;3;1;
2000;SO;Solothurn;4;1;
2000;SO;Solothurn;5;1;
2000;SO;Solothurn;6;1;
2000;SO;Solothurn;7;1;
2000;SO;Solothurn;8;1;
2000;SO;Solothurn;9;1;
2000;SO;Solothurn;10;1;
2000;SO;Solothurn;11;1;
2000;SO;Solothurn;12;1;
2000;SO;Solothurn;13;1;
2000;SO;Solothurn;14;1;
2000;SO;Solothurn;15;1;
2000;SO;Solothurn;16;1;
2000;SO;Solothurn;17;1;
2000;SO;Solothurn;18;1;
2000;SO;Solothurn;19;1;
2000;SO;Solothurn;20;1;
2000;SO;Solothurn;21;1;
2000;SO;Solothurn;22;1;
2000;SO;Solothurn;23;1;
2000;SO;Solothurn;24;1;
2000;SO;Solothurn;25;1;
2000;SO;Solothurn;26;1;
2000;SO;Solothurn;27;1;
2000;SO;Solothurn;28;1;
2000;SO;Solothurn;29;1;
2000;SO;Solothurn;30;1;
2000;SO;Solothurn;31;1;
2000;SO;Solothurn;32;1;
2000;SO;Solothurn;33;1;
2000;SO;Solothurn;34;1;
2000;SO;Solothurn;35;1;
2000;SO;Solothurn;36;1;
2000;SO;Solothurn;37;1;
2000;SO;Solothurn;38;1;
2000;SO;Solothurn;39;1;
2000;SO;Solothurn;40;1;
2000;SO;Solothurn;41;1;
2000;SO;Solothurn;42;1;
2000;SO;Solothurn;43;1;
2000;SO;Solothurn;44;1;
2000;SO;Solothurn;45;1;
2000;SO;Solothurn;46;1;
2000;SO;Solothurn;47;1;
2000;SO;Solothurn;48;1;
2000;SO;Solothurn;49;1;
2000;SO;Solothurn;50;1;
2000;SO;Solothurn;51;1;
2000;SO;Solothurn;52;1;
2000;SO;Solothurn;53;1;
2000;SO;Solothurn;54;1;
2000;SO;Solothurn;55;1;
2000;SO;Solothurn;56;1;
2000;SO;Solothurn;57;1;
2000;SO;Solothurn;58;1;
2000;SO;Solothurn;59;1;
2000;SO;Solothurn;60;1;
2000;SO;Solothurn;61;1;
2000;SO;Solothurn;62;1;
2000;SO;Solothurn;63;1;
2000;SO;Solothurn;64;1;
2000;SO;Solothurn;65;1;
2000;SO;Solothurn;66;1;
2000;SO;Solothurn;67;1;
2000;SO;Solothurn;68;1;
2000;SO;Solothurn;69;1;
2000;SO;Solothurn;70;1;
2000;SO;Solothurn;71;1;
2000;SO;Solothurn;72;1;
2000;SO;Solothurn;73;1;
2000;SO;Solothurn;74;1;
2000;SO;Solothurn;75;1;
2000;SO;Solothurn;76;1;
2000;SO;Solothurn;77;1;
2000;SO;Solothurn;78;1;
2000;SO;Solothurn;79;1;
2000;SO;Solothurn;80;1;
2000;SO;Solothurn;81;1;
2000;SO;Solothurn;82;1;
2000;SO;Solothurn;83;1;
2000;SO;Solothurn;84;1;
2000;SO;Solothurn;85;1;
2000;SO;Solothurn;86;1;
2000;SO;Solothurn;87;1;
2000;SO;Solothurn;88;1;
2000;SO;Solothurn;89;1;
2000;SO;Solothurn;90;1;
2000;SO;Solothurn;91;1;
2000;SO;Solothurn;92;1;
2000;SO;Solothurn;93;1;
2000;SO;Solothurn;94;1;
2000;SO;Solothurn;95;1;
2000;SO;Solothurn;96;1;
2000;SO;Solothurn;97;1;
2000;SO;Solothurn;98;1;
2000;SO;Solothurn;99+;1;
2000;SO;Solothurn;0;2;
2000;SO;Solothurn;1;2;
2000;SO;Solothurn;2;2;
2000;SO;Solothurn;3;2;
2000;SO;Solothurn;4;2;
2000;SO;Solothurn;5;2;
2000;SO;Solothurn;6;2;
2000;SO;Solothurn;7;2;
2000;SO;Solothurn;8;2;
2000;SO;Solothurn;9;2;
2000;SO;Solothurn;10;2;
2000;SO;Solothurn;11;2;
2000;SO;Solothurn;12;2;
2000;SO;Solothurn;13;2;
2000;SO;Solothurn;14;2;
2000;SO;Solothurn;15;2;
2000;SO;Solothurn;16;2;
2000;SO;Solothurn;17;2;
2000;SO;Solothurn;18;2;
2000;SO;Solothurn;19;2;
2000;SO;Solothurn;20;2;
2000;SO;Solothurn;21;2;
2000;SO;Solothurn;22;2;
2000;SO;Solothurn;23;2;
2000;SO;Solothurn;24;2;
2000;SO;Solothurn;25;2;
2000;SO;Solothurn;26;2;
2000;SO;Solothurn;27;2;
2000;SO;Solothurn;28;2;
2000;SO;Solothurn;29;2;
2000;SO;Solothurn;30;2;
2000;SO;Solothurn;31;2;
2000;SO;Solothurn;32;2;
2000;SO;Solothurn;33;2;
2000;SO;Solothurn;34;2;
2000;SO;Solothurn;35;2;
2000;SO;Solothurn;36;2;
2000;SO;Solothurn;37;2;
2000;SO;Solothurn;38;2;
2000;SO;Solothurn;39;2;
2000;SO;Solothurn;40;2;
2000;SO;Solothurn;41;2;
2000;SO;Solothurn;42;2;
2000;SO;Solothurn;43;2;
2000;SO;Solothurn;44;2;
2000;SO;Solothurn;45;2;
2000;SO;Solothurn;46;2;
2000;SO;Solothurn;47;2;
2000;SO;Solothurn;48;2;
2000;SO;Solothurn;49;2;
2000;SO;Solothurn;50;2;
2000;SO;Solothurn;51;2;
2000;SO;Solothurn;52;2;
2000;SO;Solothurn;53;2;
2000;SO;Solothurn;54;2;
2000;SO;Solothurn;55;2;
2000;SO;Solothurn;56;2;
2000;SO;Solothurn;57;2;
2000;SO;Solothurn;58;2;
2000;SO;Solothurn;59;2;
2000;SO;Solothurn;60;2;
2000;SO;Solothurn;61;2;
2000;SO;Solothurn;62;2;
2000;SO;Solothurn;63;2;
2000;SO;Solothurn;64;2;
2000;SO;Solothurn;65;2;
2000;SO;Solothurn;66;2;
2000;SO;Solothurn;67;2;
2000;SO;Solothurn;68;2;
2000;SO;Solothurn;69;2;
2000;SO;Solothurn;70;2;
2000;SO;Solothurn;71;2;
2000;SO;Solothurn;72;2;
2000;SO;Solothurn;73;2;
2000;SO;Solothurn;74;2;
2000;SO;Solothurn;75;2;
2000;SO;Solothurn;76;2;
2000;SO;Solothurn;77;2;
2000;SO;Solothurn;78;2;
2000;SO;Solothurn;79;2;
2000;SO;Solothurn;80;2;
2000;SO;Solothurn;81;2;
2000;SO;Solothurn;82;2;
2000;SO;Solothurn;83;2;
2000;SO;Solothurn;84;2;
2000;SO;Solothurn;85;2;
2000;SO;Solothurn;86;2;
2000;SO;Solothurn;87;2;
2000;SO;Solothurn;88;2;
2000;SO;Solothurn;89;2;
2000;SO;Solothurn;90;2;
2000;SO;Solothurn;91;2;
2000;SO;Solothurn;92;2;
2000;SO;Solothurn;93;2;
2000;SO;Solothurn;94;2;
2000;SO;Solothurn;95;2;
2000;SO;Solothurn;96;2;
2000;SO;Solothurn;97;2;
2000;SO;Solothurn;98;2;
2000;SO;Solothurn;99+;2;
2000;BS;Basel-Stadt;0;1;
2000;BS;Basel-Stadt;1;1;
2000;BS;Basel-Stadt;2;1;
2000;BS;Basel-Stadt;3;1;
2000;BS;Basel-Stadt;4;1;
2000;BS;Basel-Stadt;5;1;
2000;BS;Basel-Stadt;6;1;
2000;BS;Basel-Stadt;7;1;
2000;BS;Basel-Stadt;8;1;
2000;BS;Basel-Stadt;9;1;
2000;BS;Basel-Stadt;10;1;
2000;BS;Basel-Stadt;11;1;
2000;BS;Basel-Stadt;12;1;
2000;BS;Basel-Stadt;13;1;
2000;BS;Basel-Stadt;14;1;
2000;BS;Basel-Stadt;15;1;
2000;BS;Basel-Stadt;16;1;
2000;BS;Basel-Stadt;17;1;
2000;BS;Basel-Stadt;18;1;
2000;BS;Basel-Stadt;19;1;
2000;BS;Basel-Stadt;20;1;
2000;BS;Basel-Stadt;21;1;
2000;BS;Basel-Stadt;22;1;
2000;BS;Basel-Stadt;23;1;
2000;BS;Basel-Stadt;24;1;
2000;BS;Basel-Stadt;25;1;
2000;BS;Basel-Stadt;26;1;
2000;BS;Basel-Stadt;27;1;
2000;BS;Basel-Stadt;28;1;
2000;BS;Basel-Stadt;29;1;
2000;BS;Basel-Stadt;30;1;
2000;BS;Basel-Stadt;31;1;
2000;BS;Basel-Stadt;32;1;
2000;BS;Basel-Stadt;33;1;
2000;BS;Basel-Stadt;34;1;
2000;BS;Basel-Stadt;35;1;
2000;BS;Basel-Stadt;36;1;
2000;BS;Basel-Stadt;37;1;
2000;BS;Basel-Stadt;38;1;
2000;BS;Basel-Stadt;39;1;
2000;BS;Basel-Stadt;40;1;
2000;BS;Basel-Stadt;41;1;
2000;BS;Basel-Stadt;42;1;
2000;BS;Basel-Stadt;43;1;
2000;BS;Basel-Stadt;44;1;
2000;BS;Basel-Stadt;45;1;
2000;BS;Basel-Stadt;46;1;
2000;BS;Basel-Stadt;47;1;
2000;BS;Basel-Stadt;48;1;
2000;BS;Basel-Stadt;49;1;
2000;BS;Basel-Stadt;50;1;
2000;BS;Basel-Stadt;51;1;
2000;BS;Basel-Stadt;52;1;
2000;BS;Basel-Stadt;53;1;
2000;BS;Basel-Stadt;54;1;
2000;BS;Basel-Stadt;55;1;
2000;BS;Basel-Stadt;56;1;
2000;BS;Basel-Stadt;57;1;
2000;BS;Basel-Stadt;58;1;
2000;BS;Basel-Stadt;59;1;
2000;BS;Basel-Stadt;60;1;
2000;BS;Basel-Stadt;61;1;
2000;BS;Basel-Stadt;62;1;
2000;BS;Basel-Stadt;63;1;
2000;BS;Basel-Stadt;64;1;
2000;BS;Basel-Stadt;65;1;
2000;BS;Basel-Stadt;66;1;
2000;BS;Basel-Stadt;67;1;
2000;BS;Basel-Stadt;68;1;
2000;BS;Basel-Stadt;69;1;
2000;BS;Basel-Stadt;70;1;
2000;BS;Basel-Stadt;71;1;
2000;BS;Basel-Stadt;72;1;
2000;BS;Basel-Stadt;73;1;
2000;BS;Basel-Stadt;74;1;
2000;BS;Basel-Stadt;75;1;
2000;BS;Basel-Stadt;76;1;
2000;BS;Basel-Stadt;77;1;
2000;BS;Basel-Stadt;78;1;
2000;BS;Basel-Stadt;79;1;
2000;BS;Basel-Stadt;80;1;
2000;BS;Basel-Stadt;81;1;
2000;BS;Basel-Stadt;82;1;
2000;BS;Basel-Stadt;83;1;
2000;BS;Basel-Stadt;84;1;
2000;BS;Basel-Stadt;85;1;
2000;BS;Basel-Stadt;86;1;
2000;BS;Basel-Stadt;87;1;
2000;BS;Basel-Stadt;88;1;
2000;BS;Basel-Stadt;89;1;
2000;BS;Basel-Stadt;90;1;
2000;BS;Basel-Stadt;91;1;
2000;BS;Basel-Stadt;92;1;
2000;BS;Basel-Stadt;93;1;
2000;BS;Basel-Stadt;94;1;
2000;BS;Basel-Stadt;95;1;
2000;BS;Basel-Stadt;96;1;
2000;BS;Basel-Stadt;97;1;
2000;BS;Basel-Stadt;98;1;
2000;BS;Basel-Stadt;99+;1;
2000;BS;Basel-Stadt;0;2;
2000;BS;Basel-Stadt;1;2;
2000;BS;Basel-Stadt;2;2;
2000;BS;Basel-Stadt;3;2;
2000;BS;Basel-Stadt;4;2;
2000;BS;Basel-Stadt;5;2;
2000;BS;Basel-Stadt;6;2;
2000;BS;Basel-Stadt;7;2;
2000;BS;Basel-Stadt;8;2;
2000;BS;Basel-Stadt;9;2;
2000;BS;Basel-Stadt;10;2;
2000;BS;Basel-Stadt;11;2;
2000;BS;Basel-Stadt;12;2;
2000;BS;Basel-Stadt;13;2;
2000;BS;Basel-Stadt;14;2;
2000;BS;Basel-Stadt;15;2;
2000;BS;Basel-Stadt;16;2;
2000;BS;Basel-Stadt;17;2;
2000;BS;Basel-Stadt;18;2;
2000;BS;Basel-Stadt;19;2;
2000;BS;Basel-Stadt;20;2;
2000;BS;Basel-Stadt;21;2;
2000;BS;Basel-Stadt;22;2;
2000;BS;Basel-Stadt;23;2;
2000;BS;Basel-Stadt;24;2;
2000;BS;Basel-Stadt;25;2;
2000;BS;Basel-Stadt;26;2;
2000;BS;Basel-Stadt;27;2;
2000;BS;Basel-Stadt;28;2;
2000;BS;Basel-Stadt;29;2;
2000;BS;Basel-Stadt;30;2;
2000;BS;Basel-Stadt;31;2;
2000;BS;Basel-Stadt;32;2;
2000;BS;Basel-Stadt;33;2;
2000;BS;Basel-Stadt;34;2;
2000;BS;Basel-Stadt;35;2;
2000;BS;Basel-Stadt;36;2;
2000;BS;Basel-Stadt;37;2;
2000;BS;Basel-Stadt;38;2;
2000;BS;Basel-Stadt;39;2;
2000;BS;Basel-Stadt;40;2;
2000;BS;Basel-Stadt;41;2;
