year;abbr;canton;age;sex;population
1997;VS;Valais;89;2;261
1997;VS;Valais;90;2;171
1997;VS;Valais;91;2;144
1997;VS;Valais;92;2;130
1997;VS;Valais;93;2;92
1997;VS;Valais;94;2;55
1997;VS;Valais;95;2;58
1997;VS;Valais;96;2;38
1997;VS;Valais;97;2;18
1997;VS;Valais;98;2;19
1997;VS;Valais;99+;2;33
1997;NE;Neuchatel;0;1;1017
1997;NE;Neuchatel;1;1;995
1997;NE;Neuchatel;2;1;1035
1997;NE;Neuchatel;3;1;971
1997;NE;Neuchatel;4;1;1053
1997;NE;Neuchatel;5;1;1052
1997;NE;Neuchatel;6;1;1042
1997;NE;Neuchatel;7;1;1047
1997;NE;Neuchatel;8;1;1025
1997;NE;Neuchatel;9;1;979
1997;NE;Neuchatel;10;1;924
1997;NE;Neuchatel;11;1;918
1997;NE;Neuchatel;12;1;894
1997;NE;Neuchatel;13;1;916
1997;NE;Neuchatel;14;1;884
1997;NE;Neuchatel;15;1;881
1997;NE;Neuchatel;16;1;914
1997;NE;Neuchatel;17;1;981
1997;NE;Neuchatel;18;1;1003
1997;NE;Neuchatel;19;1;972
1997;NE;Neuchatel;20;1;966
1997;NE;Neuchatel;21;1;994
1997;NE;Neuchatel;22;1;1007
1997;NE;Neuchatel;23;1;1037
1997;NE;Neuchatel;24;1;1066
1997;NE;Neuchatel;25;1;1095
1997;NE;Neuchatel;26;1;1129
1997;NE;Neuchatel;27;1;1157
1997;NE;Neuchatel;28;1;1196
1997;NE;Neuchatel;29;1;1188
1997;NE;Neuchatel;30;1;1296
1997;NE;Neuchatel;31;1;1330
1997;NE;Neuchatel;32;1;1361
1997;NE;Neuchatel;33;1;1433
1997;NE;Neuchatel;34;1;1372
1997;NE;Neuchatel;35;1;1323
1997;NE;Neuchatel;36;1;1265
1997;NE;Neuchatel;37;1;1306
1997;NE;Neuchatel;38;1;1298
1997;NE;Neuchatel;39;1;1247
1997;NE;Neuchatel;40;1;1177
1997;NE;Neuchatel;41;1;1185
1997;NE;Neuchatel;42;1;1193
1997;NE;Neuchatel;43;1;1110
1997;NE;Neuchatel;44;1;1105
1997;NE;Neuchatel;45;1;1077
1997;NE;Neuchatel;46;1;1139
1997;NE;Neuchatel;47;1;1097
1997;NE;Neuchatel;48;1;1149
1997;NE;Neuchatel;49;1;1127
1997;NE;Neuchatel;50;1;1218
1997;NE;Neuchatel;51;1;1192
1997;NE;Neuchatel;52;1;1136
1997;NE;Neuchatel;53;1;1085
1997;NE;Neuchatel;54;1;1145
1997;NE;Neuchatel;55;1;1019
1997;NE;Neuchatel;56;1;929
1997;NE;Neuchatel;57;1;823
1997;NE;Neuchatel;58;1;778
1997;NE;Neuchatel;59;1;803
1997;NE;Neuchatel;60;1;748
1997;NE;Neuchatel;61;1;768
1997;NE;Neuchatel;62;1;778
1997;NE;Neuchatel;63;1;793
1997;NE;Neuchatel;64;1;715
1997;NE;Neuchatel;65;1;677
1997;NE;Neuchatel;66;1;721
1997;NE;Neuchatel;67;1;670
1997;NE;Neuchatel;68;1;651
1997;NE;Neuchatel;69;1;639
1997;NE;Neuchatel;70;1;663
1997;NE;Neuchatel;71;1;589
1997;NE;Neuchatel;72;1;583
1997;NE;Neuchatel;73;1;584
1997;NE;Neuchatel;74;1;523
1997;NE;Neuchatel;75;1;566
1997;NE;Neuchatel;76;1;562
1997;NE;Neuchatel;77;1;513
1997;NE;Neuchatel;78;1;395
1997;NE;Neuchatel;79;1;337
1997;NE;Neuchatel;80;1;318
1997;NE;Neuchatel;81;1;257
1997;NE;Neuchatel;82;1;248
1997;NE;Neuchatel;83;1;284
1997;NE;Neuchatel;84;1;208
1997;NE;Neuchatel;85;1;163
1997;NE;Neuchatel;86;1;153
1997;NE;Neuchatel;87;1;150
1997;NE;Neuchatel;88;1;104
1997;NE;Neuchatel;89;1;96
1997;NE;Neuchatel;90;1;68
1997;NE;Neuchatel;91;1;45
1997;NE;Neuchatel;92;1;51
1997;NE;Neuchatel;93;1;43
1997;NE;Neuchatel;94;1;20
1997;NE;Neuchatel;95;1;19
1997;NE;Neuchatel;96;1;3
1997;NE;Neuchatel;97;1;4
1997;NE;Neuchatel;98;1;5
1997;NE;Neuchatel;99+;1;0
1997;NE;Neuchatel;0;2;983
1997;NE;Neuchatel;1;2;929
1997;NE;Neuchatel;2;2;922
1997;NE;Neuchatel;3;2;939
1997;NE;Neuchatel;4;2;961
1997;NE;Neuchatel;5;2;963
1997;NE;Neuchatel;6;2;913
1997;NE;Neuchatel;7;2;993
1997;NE;Neuchatel;8;2;909
1997;NE;Neuchatel;9;2;932
1997;NE;Neuchatel;10;2;901
1997;NE;Neuchatel;11;2;912
1997;NE;Neuchatel;12;2;978
1997;NE;Neuchatel;13;2;875
1997;NE;Neuchatel;14;2;858
1997;NE;Neuchatel;15;2;869
1997;NE;Neuchatel;16;2;908
1997;NE;Neuchatel;17;2;945
1997;NE;Neuchatel;18;2;958
1997;NE;Neuchatel;19;2;937
1997;NE;Neuchatel;20;2;993
1997;NE;Neuchatel;21;2;959
1997;NE;Neuchatel;22;2;1013
1997;NE;Neuchatel;23;2;1043
1997;NE;Neuchatel;24;2;1057
1997;NE;Neuchatel;25;2;1119
1997;NE;Neuchatel;26;2;1179
1997;NE;Neuchatel;27;2;1183
1997;NE;Neuchatel;28;2;1208
1997;NE;Neuchatel;29;2;1249
1997;NE;Neuchatel;30;2;1310
1997;NE;Neuchatel;31;2;1325
1997;NE;Neuchatel;32;2;1381
1997;NE;Neuchatel;33;2;1365
1997;NE;Neuchatel;34;2;1336
1997;NE;Neuchatel;35;2;1312
1997;NE;Neuchatel;36;2;1262
1997;NE;Neuchatel;37;2;1256
1997;NE;Neuchatel;38;2;1267
1997;NE;Neuchatel;39;2;1112
1997;NE;Neuchatel;40;2;1221
1997;NE;Neuchatel;41;2;1188
1997;NE;Neuchatel;42;2;1153
1997;NE;Neuchatel;43;2;1144
1997;NE;Neuchatel;44;2;1110
1997;NE;Neuchatel;45;2;1160
1997;NE;Neuchatel;46;2;1088
1997;NE;Neuchatel;47;2;1125
1997;NE;Neuchatel;48;2;1165
1997;NE;Neuchatel;49;2;1206
1997;NE;Neuchatel;50;2;1191
1997;NE;Neuchatel;51;2;1243
1997;NE;Neuchatel;52;2;1119
1997;NE;Neuchatel;53;2;1118
1997;NE;Neuchatel;54;2;1071
1997;NE;Neuchatel;55;2;1051
1997;NE;Neuchatel;56;2;953
1997;NE;Neuchatel;57;2;919
1997;NE;Neuchatel;58;2;872
1997;NE;Neuchatel;59;2;802
1997;NE;Neuchatel;60;2;844
1997;NE;Neuchatel;61;2;861
1997;NE;Neuchatel;62;2;897
1997;NE;Neuchatel;63;2;867
1997;NE;Neuchatel;64;2;851
1997;NE;Neuchatel;65;2;952
1997;NE;Neuchatel;66;2;897
1997;NE;Neuchatel;67;2;882
1997;NE;Neuchatel;68;2;853
1997;NE;Neuchatel;69;2;834
1997;NE;Neuchatel;70;2;798
1997;NE;Neuchatel;71;2;844
1997;NE;Neuchatel;72;2;787
1997;NE;Neuchatel;73;2;821
1997;NE;Neuchatel;74;2;824
1997;NE;Neuchatel;75;2;779
1997;NE;Neuchatel;76;2;774
1997;NE;Neuchatel;77;2;731
1997;NE;Neuchatel;78;2;611
1997;NE;Neuchatel;79;2;543
1997;NE;Neuchatel;80;2;530
1997;NE;Neuchatel;81;2;530
1997;NE;Neuchatel;82;2;444
1997;NE;Neuchatel;83;2;503
1997;NE;Neuchatel;84;2;430
1997;NE;Neuchatel;85;2;424
1997;NE;Neuchatel;86;2;357
1997;NE;Neuchatel;87;2;336
1997;NE;Neuchatel;88;2;299
1997;NE;Neuchatel;89;2;261
1997;NE;Neuchatel;90;2;208
1997;NE;Neuchatel;91;2;165
1997;NE;Neuchatel;92;2;121
1997;NE;Neuchatel;93;2;123
1997;NE;Neuchatel;94;2;76
1997;NE;Neuchatel;95;2;56
1997;NE;Neuchatel;96;2;27
1997;NE;Neuchatel;97;2;32
1997;NE;Neuchatel;98;2;25
1997;NE;Neuchatel;99+;2;30
1997;GE;Geneve;0;1;2360
1997;GE;Geneve;1;1;2484
1997;GE;Geneve;2;1;2302
1997;GE;Geneve;3;1;2326
1997;GE;Geneve;4;1;2396
1997;GE;Geneve;5;1;2417
1997;GE;Geneve;6;1;2479
1997;GE;Geneve;7;1;2354
1997;GE;Geneve;8;1;2278
1997;GE;Geneve;9;1;2198
1997;GE;Geneve;10;1;2026
1997;GE;Geneve;11;1;2022
1997;GE;Geneve;12;1;2036
1997;GE;Geneve;13;1;1996
1997;GE;Geneve;14;1;2021
1997;GE;Geneve;15;1;1989
1997;GE;Geneve;16;1;2143
1997;GE;Geneve;17;1;2094
1997;GE;Geneve;18;1;2177
1997;GE;Geneve;19;1;2138
1997;GE;Geneve;20;1;2297
1997;GE;Geneve;21;1;2225
1997;GE;Geneve;22;1;2209
1997;GE;Geneve;23;1;2450
1997;GE;Geneve;24;1;2570
1997;GE;Geneve;25;1;2687
1997;GE;Geneve;26;1;2720
1997;GE;Geneve;27;1;2755
1997;GE;Geneve;28;1;2765
1997;GE;Geneve;29;1;2970
1997;GE;Geneve;30;1;3200
1997;GE;Geneve;31;1;3372
1997;GE;Geneve;32;1;3490
1997;GE;Geneve;33;1;3511
1997;GE;Geneve;34;1;3525
1997;GE;Geneve;35;1;3377
1997;GE;Geneve;36;1;3304
1997;GE;Geneve;37;1;3243
1997;GE;Geneve;38;1;3259
1997;GE;Geneve;39;1;3200
1997;GE;Geneve;40;1;3035
1997;GE;Geneve;41;1;2954
1997;GE;Geneve;42;1;2953
1997;GE;Geneve;43;1;2756
1997;GE;Geneve;44;1;2703
1997;GE;Geneve;45;1;2683
1997;GE;Geneve;46;1;2588
1997;GE;Geneve;47;1;2759
1997;GE;Geneve;48;1;2711
1997;GE;Geneve;49;1;2834
1997;GE;Geneve;50;1;2886
1997;GE;Geneve;51;1;2949
1997;GE;Geneve;52;1;2854
1997;GE;Geneve;53;1;2844
1997;GE;Geneve;54;1;2769
1997;GE;Geneve;55;1;2641
1997;GE;Geneve;56;1;2355
1997;GE;Geneve;57;1;2340
1997;GE;Geneve;58;1;2177
1997;GE;Geneve;59;1;2139
1997;GE;Geneve;60;1;2031
1997;GE;Geneve;61;1;2019
1997;GE;Geneve;62;1;1932
1997;GE;Geneve;63;1;1780
1997;GE;Geneve;64;1;1778
1997;GE;Geneve;65;1;1693
1997;GE;Geneve;66;1;1515
1997;GE;Geneve;67;1;1514
1997;GE;Geneve;68;1;1458
1997;GE;Geneve;69;1;1398
1997;GE;Geneve;70;1;1208
1997;GE;Geneve;71;1;1199
1997;GE;Geneve;72;1;1163
1997;GE;Geneve;73;1;1080
1997;GE;Geneve;74;1;1087
1997;GE;Geneve;75;1;946
1997;GE;Geneve;76;1;989
1997;GE;Geneve;77;1;892
1997;GE;Geneve;78;1;667
1997;GE;Geneve;79;1;561
1997;GE;Geneve;80;1;567
1997;GE;Geneve;81;1;535
1997;GE;Geneve;82;1;470
1997;GE;Geneve;83;1;471
1997;GE;Geneve;84;1;457
1997;GE;Geneve;85;1;371
1997;GE;Geneve;86;1;299
1997;GE;Geneve;87;1;301
1997;GE;Geneve;88;1;259
1997;GE;Geneve;89;1;210
1997;GE;Geneve;90;1;154
1997;GE;Geneve;91;1;148
1997;GE;Geneve;92;1;90
1997;GE;Geneve;93;1;66
1997;GE;Geneve;94;1;48
1997;GE;Geneve;95;1;26
1997;GE;Geneve;96;1;20
1997;GE;Geneve;97;1;17
1997;GE;Geneve;98;1;9
1997;GE;Geneve;99+;1;17
1997;GE;Geneve;0;2;2274
1997;GE;Geneve;1;2;2298
1997;GE;Geneve;2;2;2228
1997;GE;Geneve;3;2;2262
1997;GE;Geneve;4;2;2249
1997;GE;Geneve;5;2;2344
1997;GE;Geneve;6;2;2406
1997;GE;Geneve;7;2;2177
1997;GE;Geneve;8;2;2184
1997;GE;Geneve;9;2;2124
1997;GE;Geneve;10;2;1937
1997;GE;Geneve;11;2;2014
1997;GE;Geneve;12;2;1907
1997;GE;Geneve;13;2;1938
1997;GE;Geneve;14;2;1857
1997;GE;Geneve;15;2;1964
1997;GE;Geneve;16;2;1951
1997;GE;Geneve;17;2;1983
1997;GE;Geneve;18;2;2140
1997;GE;Geneve;19;2;2093
1997;GE;Geneve;20;2;2265
1997;GE;Geneve;21;2;2266
1997;GE;Geneve;22;2;2439
1997;GE;Geneve;23;2;2581
1997;GE;Geneve;24;2;2635
1997;GE;Geneve;25;2;2955
1997;GE;Geneve;26;2;2866
1997;GE;Geneve;27;2;3033
1997;GE;Geneve;28;2;3104
1997;GE;Geneve;29;2;3305
1997;GE;Geneve;30;2;3387
1997;GE;Geneve;31;2;3610
1997;GE;Geneve;32;2;3707
1997;GE;Geneve;33;2;3812
1997;GE;Geneve;34;2;3630
1997;GE;Geneve;35;2;3577
1997;GE;Geneve;36;2;3354
1997;GE;Geneve;37;2;3420
1997;GE;Geneve;38;2;3323
1997;GE;Geneve;39;2;3177
1997;GE;Geneve;40;2;3140
1997;GE;Geneve;41;2;3028
1997;GE;Geneve;42;2;2968
1997;GE;Geneve;43;2;3027
1997;GE;Geneve;44;2;2967
1997;GE;Geneve;45;2;2938
1997;GE;Geneve;46;2;2862
1997;GE;Geneve;47;2;2992
1997;GE;Geneve;48;2;3006
1997;GE;Geneve;49;2;3169
1997;GE;Geneve;50;2;3230
1997;GE;Geneve;51;2;3162
1997;GE;Geneve;52;2;3034
1997;GE;Geneve;53;2;3189
1997;GE;Geneve;54;2;2975
1997;GE;Geneve;55;2;2875
1997;GE;Geneve;56;2;2662
1997;GE;Geneve;57;2;2420
1997;GE;Geneve;58;2;2326
1997;GE;Geneve;59;2;2279
1997;GE;Geneve;60;2;2163
1997;GE;Geneve;61;2;2052
1997;GE;Geneve;62;2;1991
1997;GE;Geneve;63;2;1959
1997;GE;Geneve;64;2;1984
1997;GE;Geneve;65;2;1906
1997;GE;Geneve;66;2;1861
1997;GE;Geneve;67;2;1924
1997;GE;Geneve;68;2;1797
1997;GE;Geneve;69;2;1687
1997;GE;Geneve;70;2;1742
1997;GE;Geneve;71;2;1588
1997;GE;Geneve;72;2;1657
1997;GE;Geneve;73;2;1597
1997;GE;Geneve;74;2;1510
1997;GE;Geneve;75;2;1529
1997;GE;Geneve;76;2;1508
1997;GE;Geneve;77;2;1444
1997;GE;Geneve;78;2;1190
1997;GE;Geneve;79;2;998
1997;GE;Geneve;80;2;988
1997;GE;Geneve;81;2;938
1997;GE;Geneve;82;2;977
1997;GE;Geneve;83;2;1015
1997;GE;Geneve;84;2;930
1997;GE;Geneve;85;2;884
1997;GE;Geneve;86;2;822
1997;GE;Geneve;87;2;741
1997;GE;Geneve;88;2;714
1997;GE;Geneve;89;2;616
1997;GE;Geneve;90;2;511
1997;GE;Geneve;91;2;411
1997;GE;Geneve;92;2;328
1997;GE;Geneve;93;2;259
1997;GE;Geneve;94;2;189
1997;GE;Geneve;95;2;173
1997;GE;Geneve;96;2;112
1997;GE;Geneve;97;2;78
1997;GE;Geneve;98;2;51
1997;GE;Geneve;99+;2;70
1997;JU;Jura;0;1;407
1997;JU;Jura;1;1;459
1997;JU;Jura;2;1;421
1997;JU;Jura;3;1;450
1997;JU;Jura;4;1;455
1997;JU;Jura;5;1;469
1997;JU;Jura;6;1;472
1997;JU;Jura;7;1;466
1997;JU;Jura;8;1;472
1997;JU;Jura;9;1;435
1997;JU;Jura;10;1;445
1997;JU;Jura;11;1;454
1997;JU;Jura;12;1;416
1997;JU;Jura;13;1;468
1997;JU;Jura;14;1;387
1997;JU;Jura;15;1;426
1997;JU;Jura;16;1;459
1997;JU;Jura;17;1;428
1997;JU;Jura;18;1;417
1997;JU;Jura;19;1;412
1997;JU;Jura;20;1;436
1997;JU;Jura;21;1;435
1997;JU;Jura;22;1;459
1997;JU;Jura;23;1;461
1997;JU;Jura;24;1;494
1997;JU;Jura;25;1;496
1997;JU;Jura;26;1;482
1997;JU;Jura;27;1;518
1997;JU;Jura;28;1;497
1997;JU;Jura;29;1;531
1997;JU;Jura;30;1;518
1997;JU;Jura;31;1;542
1997;JU;Jura;32;1;547
1997;JU;Jura;33;1;521
1997;JU;Jura;34;1;546
1997;JU;Jura;35;1;570
1997;JU;Jura;36;1;526
1997;JU;Jura;37;1;569
1997;JU;Jura;38;1;564
1997;JU;Jura;39;1;495
1997;JU;Jura;40;1;476
1997;JU;Jura;41;1;493
1997;JU;Jura;42;1;483
1997;JU;Jura;43;1;492
1997;JU;Jura;44;1;491
1997;JU;Jura;45;1;475
1997;JU;Jura;46;1;455
1997;JU;Jura;47;1;465
1997;JU;Jura;48;1;512
1997;JU;Jura;49;1;505
1997;JU;Jura;50;1;446
1997;JU;Jura;51;1;457
1997;JU;Jura;52;1;489
1997;JU;Jura;53;1;413
1997;JU;Jura;54;1;415
1997;JU;Jura;55;1;399
1997;JU;Jura;56;1;373
1997;JU;Jura;57;1;343
1997;JU;Jura;58;1;350
1997;JU;Jura;59;1;319
1997;JU;Jura;60;1;310
1997;JU;Jura;61;1;336
1997;JU;Jura;62;1;310
1997;JU;Jura;63;1;320
1997;JU;Jura;64;1;303
1997;JU;Jura;65;1;293
1997;JU;Jura;66;1;281
1997;JU;Jura;67;1;278
1997;JU;Jura;68;1;266
1997;JU;Jura;69;1;279
1997;JU;Jura;70;1;260
1997;JU;Jura;71;1;245
1997;JU;Jura;72;1;231
1997;JU;Jura;73;1;228
1997;JU;Jura;74;1;221
1997;JU;Jura;75;1;217
1997;JU;Jura;76;1;192
1997;JU;Jura;77;1;192
1997;JU;Jura;78;1;172
1997;JU;Jura;79;1;150
1997;JU;Jura;80;1;126
1997;JU;Jura;81;1;120
1997;JU;Jura;82;1;111
1997;JU;Jura;83;1;108
1997;JU;Jura;84;1;75
1997;JU;Jura;85;1;87
1997;JU;Jura;86;1;64
1997;JU;Jura;87;1;49
1997;JU;Jura;88;1;40
1997;JU;Jura;89;1;46
1997;JU;Jura;90;1;30
1997;JU;Jura;91;1;28
1997;JU;Jura;92;1;17
1997;JU;Jura;93;1;9
1997;JU;Jura;94;1;9
1997;JU;Jura;95;1;2
1997;JU;Jura;96;1;5
1997;JU;Jura;97;1;1
1997;JU;Jura;98;1;1
1997;JU;Jura;99+;1;2
1997;JU;Jura;0;2;411
1997;JU;Jura;1;2;373
1997;JU;Jura;2;2;432
1997;JU;Jura;3;2;408
1997;JU;Jura;4;2;407
1997;JU;Jura;5;2;449
1997;JU;Jura;6;2;439
1997;JU;Jura;7;2;429
1997;JU;Jura;8;2;418
1997;JU;Jura;9;2;455
1997;JU;Jura;10;2;397
1997;JU;Jura;11;2;434
1997;JU;Jura;12;2;413
1997;JU;Jura;13;2;409
1997;JU;Jura;14;2;443
1997;JU;Jura;15;2;445
1997;JU;Jura;16;2;374
1997;JU;Jura;17;2;460
1997;JU;Jura;18;2;377
1997;JU;Jura;19;2;421
1997;JU;Jura;20;2;436
1997;JU;Jura;21;2;429
1997;JU;Jura;22;2;409
1997;JU;Jura;23;2;476
1997;JU;Jura;24;2;527
1997;JU;Jura;25;2;466
1997;JU;Jura;26;2;468
1997;JU;Jura;27;2;466
1997;JU;Jura;28;2;502
1997;JU;Jura;29;2;480
1997;JU;Jura;30;2;524
1997;JU;Jura;31;2;508
1997;JU;Jura;32;2;537
1997;JU;Jura;33;2;531
1997;JU;Jura;34;2;546
1997;JU;Jura;35;2;556
1997;JU;Jura;36;2;490
1997;JU;Jura;37;2;526
1997;JU;Jura;38;2;530
1997;JU;Jura;39;2;462
1997;JU;Jura;40;2;500
1997;JU;Jura;41;2;507
1997;JU;Jura;42;2;456
1997;JU;Jura;43;2;496
1997;JU;Jura;44;2;432
1997;JU;Jura;45;2;464
1997;JU;Jura;46;2;461
1997;JU;Jura;47;2;446
1997;JU;Jura;48;2;457
1997;JU;Jura;49;2;434
1997;JU;Jura;50;2;454
1997;JU;Jura;51;2;466
1997;JU;Jura;52;2;421
1997;JU;Jura;53;2;409
1997;JU;Jura;54;2;413
1997;JU;Jura;55;2;383
1997;JU;Jura;56;2;362
1997;JU;Jura;57;2;352
1997;JU;Jura;58;2;373
1997;JU;Jura;59;2;331
1997;JU;Jura;60;2;313
1997;JU;Jura;61;2;341
1997;JU;Jura;62;2;311
1997;JU;Jura;63;2;300
1997;JU;Jura;64;2;357
1997;JU;Jura;65;2;347
1997;JU;Jura;66;2;357
1997;JU;Jura;67;2;340
1997;JU;Jura;68;2;320
1997;JU;Jura;69;2;350
1997;JU;Jura;70;2;354
1997;JU;Jura;71;2;329
1997;JU;Jura;72;2;309
1997;JU;Jura;73;2;312
1997;JU;Jura;74;2;315
1997;JU;Jura;75;2;278
1997;JU;Jura;76;2;255
1997;JU;Jura;77;2;278
1997;JU;Jura;78;2;239
1997;JU;Jura;79;2;232
1997;JU;Jura;80;2;192
1997;JU;Jura;81;2;182
1997;JU;Jura;82;2;203
1997;JU;Jura;83;2;177
1997;JU;Jura;84;2;211
1997;JU;Jura;85;2;173
1997;JU;Jura;86;2;117
1997;JU;Jura;87;2;128
1997;JU;Jura;88;2;111
1997;JU;Jura;89;2;95
1997;JU;Jura;90;2;85
1997;JU;Jura;91;2;81
1997;JU;Jura;92;2;52
1997;JU;Jura;93;2;39
1997;JU;Jura;94;2;34
1997;JU;Jura;95;2;20
1997;JU;Jura;96;2;26
1997;JU;Jura;97;2;9
1997;JU;Jura;98;2;9
1997;JU;Jura;99+;2;13
1998;ZH;Zurich;0;1;
1998;ZH;Zurich;1;1;
1998;ZH;Zurich;2;1;
1998;ZH;Zurich;3;1;
1998;ZH;Zurich;4;1;
1998;ZH;Zurich;5;1;
1998;ZH;Zurich;6;1;
1998;ZH;Zurich;7;1;
1998;ZH;Zurich;8;1;
1998;ZH;Zurich;9;1;
1998;ZH;Zurich;10;1;
1998;ZH;Zurich;11;1;
1998;ZH;Zurich;12;1;
1998;ZH;Zurich;13;1;
1998;ZH;Zurich;14;1;
1998;ZH;Zurich;15;1;
1998;ZH;Zurich;16;1;
1998;ZH;Zurich;17;1;
1998;ZH;Zurich;18;1;
1998;ZH;Zurich;19;1;
1998;ZH;Zurich;20;1;
1998;ZH;Zurich;21;1;
1998;ZH;Zurich;22;1;
1998;ZH;Zurich;23;1;
1998;ZH;Zurich;24;1;
1998;ZH;Zurich;25;1;
1998;ZH;Zurich;26;1;
1998;ZH;Zurich;27;1;
1998;ZH;Zurich;28;1;
1998;ZH;Zurich;29;1;
1998;ZH;Zurich;30;1;
1998;ZH;Zurich;31;1;
1998;ZH;Zurich;32;1;
1998;ZH;Zurich;33;1;
1998;ZH;Zurich;34;1;
1998;ZH;Zurich;35;1;
1998;ZH;Zurich;36;1;
1998;ZH;Zurich;37;1;
1998;ZH;Zurich;38;1;
1998;ZH;Zurich;39;1;
1998;ZH;Zurich;40;1;
1998;ZH;Zurich;41;1;
1998;ZH;Zurich;42;1;
1998;ZH;Zurich;43;1;
1998;ZH;Zurich;44;1;
1998;ZH;Zurich;45;1;
1998;ZH;Zurich;46;1;
1998;ZH;Zurich;47;1;
1998;ZH;Zurich;48;1;
1998;ZH;Zurich;49;1;
1998;ZH;Zurich;50;1;
1998;ZH;Zurich;51;1;
1998;ZH;Zurich;52;1;
1998;ZH;Zurich;53;1;
1998;ZH;Zurich;54;1;
1998;ZH;Zurich;55;1;
1998;ZH;Zurich;56;1;
1998;ZH;Zurich;57;1;
1998;ZH;Zurich;58;1;
1998;ZH;Zurich;59;1;
1998;ZH;Zurich;60;1;
1998;ZH;Zurich;61;1;
1998;ZH;Zurich;62;1;
1998;ZH;Zurich;63;1;
1998;ZH;Zurich;64;1;
1998;ZH;Zurich;65;1;
1998;ZH;Zurich;66;1;
1998;ZH;Zurich;67;1;
1998;ZH;Zurich;68;1;
1998;ZH;Zurich;69;1;
1998;ZH;Zurich;70;1;
1998;ZH;Zurich;71;1;
1998;ZH;Zurich;72;1;
1998;ZH;Zurich;73;1;
1998;ZH;Zurich;74;1;
1998;ZH;Zurich;75;1;
1998;ZH;Zurich;76;1;
1998;ZH;Zurich;77;1;
1998;ZH;Zurich;78;1;
1998;ZH;Zurich;79;1;
1998;ZH;Zurich;80;1;
1998;ZH;Zurich;81;1;
1998;ZH;Zurich;82;1;
1998;ZH;Zurich;83;1;
1998;ZH;Zurich;84;1;
1998;ZH;Zurich;85;1;
1998;ZH;Zurich;86;1;
1998;ZH;Zurich;87;1;
1998;ZH;Zurich;88;1;
1998;ZH;Zurich;89;1;
1998;ZH;Zurich;90;1;
1998;ZH;Zurich;91;1;
1998;ZH;Zurich;92;1;
1998;ZH;Zurich;93;1;
1998;ZH;Zurich;94;1;
1998;ZH;Zurich;95;1;
1998;ZH;Zurich;96;1;
1998;ZH;Zurich;97;1;
1998;ZH;Zurich;98;1;
1998;ZH;Zurich;99+;1;
1998;ZH;Zurich;0;2;
1998;ZH;Zurich;1;2;
1998;ZH;Zurich;2;2;
1998;ZH;Zurich;3;2;
1998;ZH;Zurich;4;2;
1998;ZH;Zurich;5;2;
1998;ZH;Zurich;6;2;
1998;ZH;Zurich;7;2;
1998;ZH;Zurich;8;2;
1998;ZH;Zurich;9;2;
1998;ZH;Zurich;10;2;
1998;ZH;Zurich;11;2;
1998;ZH;Zurich;12;2;
1998;ZH;Zurich;13;2;
1998;ZH;Zurich;14;2;
1998;ZH;Zurich;15;2;
1998;ZH;Zurich;16;2;
1998;ZH;Zurich;17;2;
1998;ZH;Zurich;18;2;
1998;ZH;Zurich;19;2;
1998;ZH;Zurich;20;2;
1998;ZH;Zurich;21;2;
1998;ZH;Zurich;22;2;
1998;ZH;Zurich;23;2;
1998;ZH;Zurich;24;2;
1998;ZH;Zurich;25;2;
1998;ZH;Zurich;26;2;
1998;ZH;Zurich;27;2;
1998;ZH;Zurich;28;2;
1998;ZH;Zurich;29;2;
1998;ZH;Zurich;30;2;
1998;ZH;Zurich;31;2;
1998;ZH;Zurich;32;2;
1998;ZH;Zurich;33;2;
1998;ZH;Zurich;34;2;
1998;ZH;Zurich;35;2;
1998;ZH;Zurich;36;2;
1998;ZH;Zurich;37;2;
1998;ZH;Zurich;38;2;
1998;ZH;Zurich;39;2;
1998;ZH;Zurich;40;2;
1998;ZH;Zurich;41;2;
1998;ZH;Zurich;42;2;
1998;ZH;Zurich;43;2;
1998;ZH;Zurich;44;2;
1998;ZH;Zurich;45;2;
1998;ZH;Zurich;46;2;
1998;ZH;Zurich;47;2;
1998;ZH;Zurich;48;2;
1998;ZH;Zurich;49;2;
1998;ZH;Zurich;50;2;
1998;ZH;Zurich;51;2;
1998;ZH;Zurich;52;2;
1998;ZH;Zurich;53;2;
1998;ZH;Zurich;54;2;
1998;ZH;Zurich;55;2;
1998;ZH;Zurich;56;2;
1998;ZH;Zurich;57;2;
1998;ZH;Zurich;58;2;
1998;ZH;Zurich;59;2;
1998;ZH;Zurich;60;2;
1998;ZH;Zurich;61;2;
1998;ZH;Zurich;62;2;
1998;ZH;Zurich;63;2;
1998;ZH;Zurich;64;2;
1998;ZH;Zurich;65;2;
1998;ZH;Zurich;66;2;
1998;ZH;Zurich;67;2;
1998;ZH;Zurich;68;2;
1998;ZH;Zurich;69;2;
1998;ZH;Zurich;70;2;
1998;ZH;Zurich;71;2;
1998;ZH;Zurich;72;2;
1998;ZH;Zurich;73;2;
1998;ZH;Zurich;74;2;
1998;ZH;Zurich;75;2;
1998;ZH;Zurich;76;2;
1998;ZH;Zurich;77;2;
1998;ZH;Zurich;78;2;
1998;ZH;Zurich;79;2;
1998;ZH;Zurich;80;2;
1998;ZH;Zurich;81;2;
1998;ZH;Zurich;82;2;
1998;ZH;Zurich;83;2;
1998;ZH;Zurich;84;2;
1998;ZH;Zurich;85;2;
